Nama Wisata,Deskripsi,Lokasi / Tempat,Fasilitas Yang Tersedia,Aksesibilitas,Jenis Wisata,Kategori,Child Friendly,Alamat,Link Alamat,Harga,Rentang Harga,Rating,latitude,longitude
Lembah Kera Panjat Tebing Kebun,"Lembah Kera Panjat Tebing Kebun terletak di Desa Sumbermanjing, Kecamatan Sumbermanjing Wetan, Malang, Jawa Timur. Tempat ini menawarkan pemandangan tebing yang menantang dengan berbagai jalur panjat tebing yang cocok untuk pemanjat dari berbagai tingkat keahlian. Dikelilingi oleh pemandangan alam yang hijau dan udara yang sejuk, Lembah Kera memberikan pengalaman panjat tebing yang seru dan menantang. Fasilitas yang tersedia meliputi area parkir, tempat beristirahat, dan perlengkapan panjat tebing.","Desa Gampingan, Pagak","Tempat parkir, warung makan, toilet, musholla, area panjat tebing","makadam, kendaraan roda 2 dan 4",Lembah,Solo,No,"QGXJ+RHQ, Dempok, Pagak, Area Hutan Jati, Gampingan, Kec. Pagak, Kabupaten Malang, Jawa Timur 65168","https://www.google.com/maps/place/Lembah+Kera/@-8.2004001,112.5314771,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNXB3P7dMVj-QV5c-mR4JrzF4Ir2kYqd-DGy1Wd!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNXB3P7dMVj-QV5c-mR4JrzF4Ir2kYqd-DGy1Wd%3Dw114-h86-k-no!7i9248!8i6944!4m7!3m6!1s0x2e78a18f396bdf7d:0xa24233a393da9211!8m2!3d-8.2004001!4d112.5314771!10e5!16s%2Fg%2F11bzsdcyl5?hl=id&entry=ttu",10000,2,4.5,-8.2004001,112.5314771
Coban Raksasa,"Coban Raksasa terletak di Desa Sumber Brantas, Kecamatan Bumiaji, Batu, Jawa Timur. Air terjun ini menawarkan pemandangan yang spektakuler dengan aliran air yang deras dan tinggi. Dikelilingi oleh vegetasi yang lebat dan udara yang sejuk, Coban Raksasa memberikan pengalaman yang menenangkan dan menyegarkan. Tempat ini cocok untuk aktivitas trekking, fotografi, dan menikmati keindahan alam. Fasilitas yang tersedia meliputi area parkir dan tempat duduk.","Desa Gubugklakah , Poncokusumo","Tempat parkir, warung makan, toilet, musholla, airr terjun, area piknik",Tracking,Air Terjun,Solo,No,"2V3X+Q36, Dusun Jarak Ijo, Ngadas, Kec. Poncokusumo, Kabupaten Malang, Jawa Timur 65157","https://www.google.com/maps/place/Coban+Raksasa/@-7.9955756,112.8976257,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd63a04e7ccc677:0x261ed25f53ba520a!8m2!3d-7.9955756!4d112.8976257!16s%2Fg%2F11cn8pxvcj?hl=id&entry=ttu",10000,2,4.1,-7.9955756,112.8976257
Pemandian Sumberingin,"Pemandian Sumberingin terletak di Desa Sumberingin, Kecamatan Sumbermanjing Wetan, Malang, Jawa Timur. Pemandian ini menawarkan kolam renang alami dengan air yang jernih dan segar, cocok untuk berenang dan berendam. Dikelilingi oleh pemandangan alam yang hijau dan pepohonan yang rindang, Sumberingin memberikan suasana yang tenang dan menenangkan. Fasilitas yang tersedia meliputi area parkir, kamar ganti, dan tempat duduk. Tempat ini sangat cocok untuk rekreasi keluarga dan menikmati keindahan alam.","Desa Wringinsongo, Tumpang","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","aspal, kendaraan roda 2 & 4",Sumber,"Family, Solo",Yes,"Jalan, Sumberringin, Wringinsongo, Tumpang, Kabupaten Malang, East Java 65156","https://www.google.com/maps/place/Pemandian+Sumberingin/@-7.9985266,112.7449276,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd6258225bff989:0x3f26c01348632e25!8m2!3d-7.9985266!4d112.7449276!16s%2Fg%2F1hm553h6b?hl=id&entry=ttu",10000,2,4.2,-7.9985266,112.7449276
Kebun Buah Naga,"Kebun Buah Naga terletak di kawasan yang subur dan menyuguhkan pemandangan deretan pohon buah naga yang rapi dan menawan. Pengunjung dapat menikmati aktivitas memetik buah naga segar langsung dari pohonnya. Selain itu, kebun ini juga menyediakan area piknik yang nyaman untuk bersantai bersama keluarga. Di sana, terdapat juga toko oleh-oleh yang menjual berbagai olahan buah naga. Tempat ini cocok untuk edukasi sekaligus rekreasi.","Desa Kalirejo, Kalipare","Tempat parkir, warung makan, toilet, musholla, kebun buah naga",aspal. Kendaraan roda 2 dan 4,kebun,"Friends, Solo",No,"R9GF+FCQ, Krajan, Kalirejo, Kec. Kalipare, Kabupaten Malang, Jawa Timur 65166","https://www.google.com/maps/place/Kebun+Buah+Naga/@-8.1737827,112.3035665,12z/data=!4m10!1m2!2m1!1sKebun+Buah+Naga+!3m6!1s0x2e78962ee95a7d87:0xdc7fd3b163968c85!8m2!3d-8.1737827!4d112.3736043!15sCg9LZWJ1biBCdWFoIE5hZ2FaESIPa2VidW4gYnVhaCBuYWdhkgEEcGFya5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSTGFEUkRUMlpuRUFF4AEA!16s%2Fg%2F11b6txfkt5?hl=id&entry=ttu",10000,2,3.1,-8.1737827,112.3035665
Kebun Wisata Petik Jeruk Bedengan,"Kebun Wisata Petik Jeruk Bedengan menawarkan pengalaman unik memetik jeruk langsung dari pohonnya di tengah suasana alam yang asri. Kebun ini dikelilingi oleh pemandangan pegunungan yang indah, membuatnya menjadi tempat yang sempurna untuk berfoto. Pengunjung juga bisa mencicipi jeruk segar yang baru dipetik. Tersedia area bermain untuk anak-anak sehingga keluarga dapat menikmati waktu bersama. Tempat ini menjadi favorit bagi wisatawan yang mencari ketenangan di tengah alam.","Desa Selorejo, Dau","Tempat parkir, warung makan, toilet, musholla, Petik Jeruk, outbound",aspal. Kendaraan roda 2 dan 4,kebun,"Friends, Solo",No,"Jl. Watu Gede, RT.01/RW.01, Selorejo, Kec. Dau, Kabupaten Malang, Jawa Timur 65151","https://www.google.com/maps/place/Wisata+Agro+Petik+Jeruk/@-7.9390977,112.5538888,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7883ef245175cf:0x3959aad006692d08!8m2!3d-7.9390977!4d112.5538888!16s%2Fg%2F11b7ll_8jb?hl=id&entry=ttu",10000,2,4.4,-7.9390977,112.5538888
Kebun Tawon / CV. Graha Wiyata,"Kebun Tawon / CV. Graha Wiyata merupakan destinasi wisata edukatif yang memperkenalkan pengunjung pada dunia perlebahan. Di sini, Anda dapat melihat langsung proses budidaya lebah dan memanen madu. Terdapat juga kesempatan untuk mencicipi berbagai produk olahan madu yang berkualitas. Kebun ini didesain dengan apik, memberikan pengalaman belajar yang menyenangkan bagi anak-anak dan dewasa. Tempat ini cocok bagi yang ingin mengetahui lebih dalam tentang lebah dan manfaat madu.","Desa Bedali, Lawang","Tempat parkir, warung makan, toilet, musholla, outbound, edukasi lebah madu",aspal. Kendaraan roda 2 dan 4,kebun,"Friends, Solo",No,"Jl. Indrokilo Sel. No.13, Polaman, Bedali, Kec. Lawang, Kabupaten Malang, Jawa Timur 65215",https://maps.app.goo.gl/ZaRRj8YzMXK6TroL9,10000,2,4.4,-7.8522150,112.6932042
Kebun Agro Salak Swaru,Kebun Agro Salak Swaru menampilkan hamparan luas kebun salak yang subur dan berbuah lebat. Pengunjung diajak untuk belajar cara menanam dan memetik salak secara langsung dari petani setempat. Tempat ini juga menawarkan berbagai olahan salak yang lezat untuk dicoba. Kebun ini dikelola dengan baik sehingga memberikan kenyamanan dan pengalaman yang berkesan. Sangat ideal untuk wisata keluarga dan edukasi agrikultur.,Pagelaran,"Tempat parkir, warung makan, toilet, musholla, kebun salak",aspal. Kendaraan roda 2 dan 4,kebun,"Friends, Solo",No,"Desa Swaru,Kecamatan Pagelaran, Malang, Jawa Timur 65174, Pagelaran, Kec. Pagelaran, Kabupaten Malang, Jawa Timur 65174","https://www.google.com/maps/place/Agro+Salak+Swaru/@-8.194187,112.6177688,17z/data=!4m6!3m5!1s0x2e78a0764d0f7cc9:0x68255e54033bad1d!8m2!3d-8.194187!4d112.6177688!16s%2Fg%2F11b6_f7r5l?hl=id&entry=ttu",10000,2,4.3,-8.1941870,112.6177688
Wisata Petik Apel,"Wisata Petik Apel merupakan destinasi populer di daerah Malang yang menawarkan pengalaman memetik apel segar langsung dari pohonnya. Pengunjung dapat menikmati berbagai varietas apel yang tumbuh subur di kebun ini. Selain memetik, ada juga fasilitas edukasi tentang cara merawat pohon apel dan proses pertumbuhannya. Tempat ini juga menyediakan berbagai olahan apel seperti jus dan pie yang bisa dinikmati di lokasi. Wisata ini memberikan pengalaman yang menyenangkan dan menambah wawasan tentang buah apel.",Tulungrejo,"Tempat parkir, warung makan, toilet, musholla, kebun apel",aspal. Kendaraan roda 2 dan 4,Kebun,"Friends, Solo",No,"Jl. Pangeran Diponegoro No.2b, Tulungrejo, Kec. Bumiaji, Kota Batu, Jawa Timur 65338","https://www.google.com/maps/place/Wisata+Petik+Apel+(Makan+Apel+Sepuasnya)/@-7.828292,112.4944451,13z/data=!4m10!1m2!2m1!1sKebun+Agro+Apel+1!3m6!1s0x2e787e0b91619353:0x9d6ccc0f93a5ef90!8m2!3d-7.828292!4d112.529464!15sChFLZWJ1biBBZ3JvIEFwZWwgMZIBB29yY2hhcmTgAQA!16s%2Fg%2F11g6msy1mk?hl=id&entry=ttu",50000,6,4.3,-7.8282920,112.4944450
Kebun Apel Malang,"Kebun Apel Malang dikenal dengan kebunnya yang luas dan pohon apel yang berbuah lebat. Tempat ini menjadi favorit wisatawan untuk kegiatan memetik apel dan menikmati pemandangan alam yang indah. Pengunjung dapat belajar tentang berbagai jenis apel dan cara perawatannya. Tersedia juga berbagai produk olahan apel yang segar dan nikmat untuk dibawa pulang. Kebun ini memberikan suasana yang sejuk dan nyaman, cocok untuk liburan keluarga.",Bumiaji,"Tempat parkir, warung makan, toilet, musholla, kebun apel",aspal. Kendaraan roda 2 dan 4,kebun,"Friends, Solo",No,"Kampung wisata DUPANJA, payan, Punten, Kec. Bumiaji, Kota Batu, Jawa Timur 65335","https://www.google.com/maps/place/Kebun+Apel+Malang/@-7.8288884,112.3841012,11z/data=!4m10!1m2!2m1!1skebun+apel!3m6!1s0x2e787f854caaff7b:0xd5c620140c86129b!8m2!3d-7.8288884!4d112.5241769!15sCgprZWJ1biBhcGVsWgwiCmtlYnVuIGFwZWySAQdvcmNoYXJkmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVIwZVdKbVJXNUJSUkFC4AEA!16s%2Fg%2F11fqsvm5w2?hl=id&entry=ttu",60000,6,4.5,-7.8288884,112.3841012
Kebun Teh Wonosari,Kebun Teh Wonosari adalah perkebunan teh yang luas dengan pemandangan hijau yang menyejukkan. Pengunjung bisa menikmati tur keliling kebun dan melihat langsung proses pengolahan teh dari daun hingga siap minum. Terdapat juga area khusus untuk mencicipi berbagai jenis teh. Kebun ini menawarkan udara segar pegunungan yang menenangkan. Tempat ini cocok untuk bersantai sambil belajar tentang industri teh.,"Desa Toyomarto, Singosari","Tempat parkir, warung makan, toilet, musholla, Cafe, Hotel, Outbound Area, Camping Ground, Tour Pabrik teh",aspal. Kendaraan roda 2 dan 4,kebun,"Friends, Solo",No,"RT.04/RW.07, Bodean Putuk, Toyomarto, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",https://maps.app.goo.gl/qxk4iESH7GSW2yK96,10000,2,4.4,-7.8219534,112.6401806
Kebun Kelengkeng & Durian,Kebun Kelengkeng & Durian menyuguhkan pengalaman memetik buah kelengkeng dan durian langsung dari pohonnya. Kebun ini terletak di area yang subur dan menawarkan pemandangan hijau yang asri. Pengunjung dapat menikmati rasa buah yang segar dan langsung dari kebunnya. Tersedia juga berbagai produk olahan dari kelengkeng dan durian. Tempat ini ideal untuk pecinta buah-buahan dan wisata keluarga.,Ngadireso,"Tempat parkir, warung makan, toilet, musholla, kebun kelengkeng, kebun durian",aspal. Kendaraan roda 2 dan 4,kebun,"Friends, Solo",No,"Ngadireso, Kec. Poncokusumo, Kabupaten Malang, Jawa Timur 65157","https://www.google.com/maps/place/Kebun+Kelengkeng+%26+Durian/@-8.0021716,112.6649603,12z/data=!4m10!1m2!2m1!1sKebun+Agro+Kelengkeng+tumpang!3m6!1s0x2dd6249aa0eb5103:0xc3efa56bbf3fc864!8m2!3d-8.0652454!4d112.7760318!15sCh1LZWJ1biBBZ3JvIEtlbGVuZ2tlbmcgdHVtcGFuZ5IBB29yY2hhcmTgAQA!16s%2Fg%2F11c6f226g5?hl=id&entry=ttu",25000,3,4.1,-8.0021716,112.6649603
Taman Buah Jeruk,"Taman Buah Jeruk adalah destinasi wisata yang menyenangkan dengan berbagai jenis pohon jeruk yang tumbuh subur. Pengunjung dapat memetik jeruk sendiri dan mencicipinya di tempat. Taman ini juga menyediakan fasilitas edukasi tentang budidaya jeruk dan manfaatnya. Selain jeruk segar, ada juga produk olahan jeruk yang dijual di lokasi. Tempat ini menawarkan suasana yang sejuk dan cocok untuk rekreasi keluarga.","Desa Jeru, Tumpang","Tempat parkir, warung makan, toilet, musholla, kebun jeruk",aspal. Kendaraan roda 2 dan 4,Taman,"Friends, Solo",No,"2Q3G+RX2, Krajan, Jeru, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156",https://maps.app.goo.gl/cHS8iywjf4YiB5PN9,10000,2,3.8,-7.7217446,111.9823580
Kebun Petik Madu,Kebun Petik Madu menawarkan pengalaman unik dalam memetik madu langsung dari sarangnya. Pengunjung bisa belajar tentang kehidupan lebah dan proses produksi madu secara alami. Tempat ini juga menyediakan berbagai produk olahan madu yang bisa dicoba. Kebun ini dikelola dengan baik dan memberikan pengalaman edukatif yang menyenangkan. Sangat cocok untuk wisata edukasi bersama keluarga.,"Kelurahan Kalirejo, Lawang","Tempat parkir, warung makan, toilet, musholla, outbound.",aspal. Kendaraan roda 2 dan 4,Kebun,"Friends, Solo",No,"Jl. DR. Wahidin No.8, Krajan, Kalirejo, Kec. Lawang, Kabupaten Malang, Jawa Timur 65215",https://maps.app.goo.gl/ST6D8J8o9DkVUTwAA,20000,3,4.1,-7.8488259,112.6952403
Coban Kedung Darmo,"Coban Kedung Darmo adalah air terjun yang tersembunyi di tengah hutan dengan pemandangan yang memukau. Pengunjung bisa menikmati keindahan alam yang masih alami dan segar. Air terjun ini memiliki kolam alami yang jernih dan bisa digunakan untuk berenang. Tempat ini cocok untuk wisata petualangan dan menikmati ketenangan alam. Akses ke lokasi cukup menantang, menambah sensasi petualangan tersendiri.","Wonorejo, Bantur, Kabupaten Malang","Tempat parkir, warung makan, toilet, musholla, air terjun, gua","Tracking, Kendaraan roda 2",Air Terjun,Solo,No,"Area Sawah/Kebun, Wonorejo, Kec. Bantur, Kabupaten Malang, Jawa Timur 65179","https://www.google.com/maps/place/Coban+Kedung+Darmo/@-8.3393029,112.5702893,17z/data=!3m1!4b1!4m6!3m5!1s0x2e78a8871699a5e3:0x1d9184334ad4b8bb!8m2!3d-8.3393029!4d112.5702893!16s%2Fg%2F11f39vqdqy?hl=id&entry=ttu",10000,2,4.5,-8.3393029,112.5702893
Coban Rais,"Coban Rais merupakan destinasi wisata air terjun yang populer di Malang, dikenal dengan pemandangan alamnya yang indah dan fasilitas outbound yang lengkap. Air terjun ini dikelilingi oleh hutan pinus yang rimbun, menciptakan suasana yang sejuk dan segar. Terdapat berbagai spot foto yang instagramable di sekitar area air terjun. Pengunjung juga bisa menikmati aktivitas seperti flying fox dan berkemah. Tempat ini sangat cocok untuk kegiatan rekreasi alam dan petualangan.",Oro-oro ombo,"Tempat parkir, Warung makan, Toilet, Mushola, Area piknik, Trekking, Pemandangan",aspal. Kendaraan roda 2 dan 4,Air Terjun,Solo,No,"Jalur Lkr. Bar. No.8, Oro-Oro Ombo, Kec. Batu, Kota Batu, Jawa Timur 65316","https://www.google.com/maps/place/Coban+Rais/@-7.9116767,112.5096795,15z/data=!4m10!1m2!2m1!1scoban+rais!3m6!1s0x2e7886b525a4c713:0xd3724f41de186939!8m2!3d-7.9116767!4d112.5184342!15sCgpjb2JhbiByYWlzWgwiCmNvYmFuIHJhaXOSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11c3k55893?entry=ttu",10000,2,4.1,-7.9116767,112.5096795
Coban Talun,"Coban Talun adalah air terjun yang indah dan populer di kawasan Batu, Malang. Dikelilingi oleh hutan pinus yang lebat, tempat ini menawarkan suasana sejuk dan alami bagi pengunjung. Selain menikmati keindahan air terjun, pengunjung juga bisa berkemah dan berfoto di spot-spot menarik yang tersedia. Coban Talun juga memiliki taman bunga dan rumah pohon yang menambah daya tarik tempat ini. Cocok untuk wisata keluarga dan pencinta alam.",Tulungrejo,"Tempat parkir, Warung makan, Toilet, Mushola, Area piknik, Trekking, Pemandangan",aspal. Kendaraan roda 2 dan 5,Air Terjun,Solo,No,"Tulungrejo, Kec. Bumiaji, Kota Batu, Jawa Timur","https://www.google.com/maps/place/Air+Terjun+Coban+Talun/@-7.8039182,112.5164789,15z/data=!3m1!4b1!4m6!3m5!1s0x2e787c2ce82a23e5:0xdf919103ce46bd85!8m2!3d-7.8039184!4d112.5164789!16s%2Fg%2F11d_7xgqmn?hl=id&entry=ttu",15000,2,4.6,-7.8039182,112.5164789
Coban Glotak,"Coban Glotak adalah air terjun yang menawarkan keindahan alam dengan suasana yang masih alami dan tenang. Terletak di area pegunungan, air terjun ini memiliki ketinggian yang menjadikannya spektakuler dan mempesona. Pengunjung dapat menikmati trekking ringan melalui hutan sebelum mencapai air terjun. Tempat ini sangat cocok bagi mereka yang mencari ketenangan dan keindahan alam yang murni. Coban Glotak menawarkan pengalaman yang menyegarkan jauh dari keramaian kota.",Dalisodo,"Tempat parkir, Warung makan, Toilet, Mushola, Area piknik, Trekking, Pemandangan",aspal. Kendaraan roda 2 dan 6,Air Terjun,Solo,No,"2G9C+5F3, Jalan Raya Coban Glothak, Area Hutan, Dalisodo, Wagir, Kabupaten Malang, East Java 65158","https://www.google.com/maps/place/Coban+Glotak/@-7.9821112,112.5211667,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7882d200baf25f:0xe635f89598cb46c0!8m2!3d-7.9821112!4d112.5211667!16s%2Fg%2F11b6_j27ff?hl=id&entry=ttu",10000,2,4.4,-7.9821112,112.5211667
Coban Putri,"Coban Putri merupakan destinasi wisata alam yang menawarkan pemandangan air terjun yang cantik dan jernih. Air terjun ini memiliki dua tingkatan yang menciptakan pemandangan unik dan menawan. Dikelilingi oleh hutan hijau, Coban Putri menyediakan spot foto yang indah dan area untuk bersantai. Pengunjung juga dapat menikmati udara segar dan ketenangan yang sulit ditemukan di tempat lain. Cocok untuk wisata keluarga dan pencinta alam.",Oro-oro ombo,"Tempat parkir, Warung makan, Toilet, Mushola, Area piknik, Trekking, Pemandangan",aspal. Kendaraan roda 2 dan 7,Air Terjun,Solo,No,"Jalur Lkr. Bar., Oro-Oro Ombo, Kec. Batu, Kota Batu, Jawa Timur 65316\","https://www.google.com/maps/place/Coban+Putri/@-7.9119954,112.5302537,17z/data=!3m1!4b1!4m6!3m5!1s0x2e788186fc5f154f:0xd8c91b109ae0c80b!8m2!3d-7.9119954!4d112.5302537!16s%2Fg%2F11rdb7x0ky?hl=id&entry=ttu",15000,2,4.6,-7.9119954,112.5302537
Gunung Panderman,"Gunung Panderman adalah destinasi favorit bagi para pendaki di Malang, menawarkan pemandangan indah dari puncaknya. Dengan ketinggian sekitar 2.045 meter, pendakian ke Gunung Panderman relatif mudah dan cocok untuk pendaki pemula. Dari puncak, pengunjung dapat menikmati pemandangan kota Batu dan sekitarnya. Tempat ini juga dikenal dengan spot sunrise yang memukau. Gunung Panderman menjadi pilihan tepat untuk pendakian singkat dengan pemandangan yang menakjubkan.",Batu,"Jalur hiking, Pemandangan, Area perkemahan",aspal. Kendaraan roda 2 dan 8,Gunung,Solo,No,"Kehutanan, Kec. Batu, Kota Batu, Jawa Timur","https://www.google.com/maps/place/Gn.+Panderman/@-7.9041665,112.4966667,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7886ebc769fb39:0xca2ebc285cb2cb3c!8m2!3d-7.9041667!4d112.4966667!16s%2Fg%2F1hb_dgzjk?hl=id&entry=ttu",5000,1,4.6,-7.9041665,112.4966667
Gunung Pucung,"Gunung Pucung adalah destinasi pendakian yang menarik dengan pemandangan alam yang menakjubkan. Terletak di kawasan yang masih alami, pendakian ke Gunung Pucung menawarkan pengalaman menyusuri hutan dan medan yang menantang. Dari puncaknya, pengunjung bisa menikmati panorama pegunungan dan lembah yang luas. Tempat ini cocok untuk pendaki yang mencari tantangan dan keindahan alam yang asri. Gunung Pucung memberikan pengalaman pendakian yang memuaskan dan menenangkan.",Bulukerto,"Jalur hiking, Air terjun, Goa Jepang",aspal. Kendaraan roda 2 dan 9,Gunung,Solo,No,"Bulukerto, Kec. Bumiaji, Kota Batu, Jawa Timur","https://www.google.com/maps/place/Gn.+Pucung/@-7.8155555,112.5477778,15z/data=!3m1!4b1!4m6!3m5!1s0x2e787e682f832909:0x1760e0442e5588f7!8m2!3d-7.8155556!4d112.5477778!16s%2Fg%2F11b_2l0dqc?hl=id&entry=ttu",5000,1,4.7,-7.8155555,112.5477778
Gunung Arjuno,"Gunung Arjuno adalah gunung yang populer bagi para pendaki di Jawa Timur, menawarkan tantangan dan keindahan alam yang luar biasa. Dengan ketinggian sekitar 3.339 meter, Gunung Arjuno menyediakan jalur pendakian yang bervariasi, mulai dari hutan, savana, hingga puncak berbatu. Pemandangan dari puncak sangat memukau, terutama saat matahari terbit dan terbenam. Gunung ini juga dikenal dengan flora dan fauna yang beragam. Tempat ini sangat cocok untuk pendaki yang mencari tantangan dan petualangan sejati.",Pasuruan,"Jalur pendakian, Pemandangan, Kawah",aspal. Kendaraan roda 2 dan 10,Gunung,Solo,No,"Pecalukan Barat, Pecalukan, Kec. Prigen, Kabupaten Pasuruan, Jawa Timur","https://www.google.com/maps/place/Gn.+Arjuno/@-7.7249998,112.589444,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7878f152cf4193:0xeb267981e389631a!8m2!3d-7.725!4d112.589444!16s%2Fm%2F027b9_n?hl=id&entry=ttu",5000,1,4.5,-7.7249998,112.5894440
Bukit Paralayang Batu,"Bukit Paralayang Batu adalah tempat yang sempurna untuk menikmati pemandangan kota Batu dari ketinggian sambil merasakan sensasi terbang dengan paralayang. Terletak di ketinggian, bukit ini menawarkan panorama yang indah, terutama saat matahari terbenam. Pengunjung juga bisa menikmati aktivitas paralayang dengan instruktur berpengalaman. Selain itu, area ini juga memiliki spot foto yang menarik. Bukit Paralayang Batu adalah destinasi yang ideal untuk pecinta olahraga ekstrem dan fotografi.",Pandesari,"Parkir, Toilet, Musholla, Gantole, Pemandangan, Warung Makan",aspal. Kendaraan roda 2 dan 11,Bukit,"Friends, Solo",No,"Jl. Brigjend Abd Manan Wijaya No.186, Maron, Pandesari, Kec. Pujon, Kabupaten Malang, Jawa Timur 65391","https://www.google.com/maps/place/Wisata+paralayang/@-7.8550565,112.4967558,17z/data=!3m1!4b1!4m6!3m5!1s0x2e787d7fac36d4ad:0x99e9433454cc141!8m2!3d-7.8550565!4d112.4967558!16s%2Fg%2F11fkn151xv?hl=id&entry=ttu",25000,3,4.7,-7.8550565,112.4967558
Kebun Teh Lawang,"Kebun Teh Lawang adalah destinasi wisata yang menawarkan hamparan kebun teh yang hijau dan menyejukkan mata. Terletak di kawasan pegunungan, kebun ini menyediakan tur keliling kebun dan melihat langsung proses pengolahan teh. Pengunjung bisa mencicipi berbagai jenis teh yang disajikan langsung dari perkebunan. Udara yang segar dan pemandangan yang indah membuat tempat ini ideal untuk bersantai dan melepas penat. Kebun Teh Lawang memberikan pengalaman wisata yang menenangkan dan edukatif.",Ketindan,"Kebun teh, Pabrik teh, Cafe, Parkir, Toilet",aspal. Kendaraan roda 2 dan 12,Kebun,"Friends, Solo",No,"5JGX+H2J, Tegalrejo, Ketindan, Kec. Lawang, Kabupaten Malang, Jawa Timur 65153","https://www.google.com/maps/place/Keboen+Teh+Lawang/@-7.8203975,112.6271762,14z/data=!4m10!1m2!2m1!1sKebun+Teh!3m6!1s0x2dd7d57a7bfc152b:0x4e3899dda943cbf3!8m2!3d-7.8235307!4d112.6475057!15sCglLZWJ1biBUZWhaCyIJa2VidW4gdGVokgEQYm90YW5pY2FsX2dhcmRlbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VORGNVc3pRVVpuRUFF4AEA!16s%2Fg%2F11ghzs4tw5?hl=id&entry=ttu",10000,2,5,-7.8203975,112.6271762
Taman Bunga Selecta,"Taman Bunga Selecta adalah taman rekreasi yang menawarkan keindahan aneka bunga yang tertata rapi dan berwarna-warni. Terletak di kawasan yang sejuk, taman ini memiliki berbagai wahana permainan dan spot foto menarik. Pengunjung bisa berjalan-jalan di taman bunga, menikmati kolam renang, dan berbagai fasilitas rekreasi lainnya. Tempat ini cocok untuk kunjungan keluarga dan wisata edukasi tentang tanaman hias. Taman Bunga Selecta memberikan suasana yang segar dan menyenangkan bagi semua usia.",Tulungrejo,"Kebun bunga, Greenhouse, Perahu wisata, Area bermain, Parkir",aspal. Kendaraan roda 2 dan 13,Taman,"Friends, Solo",No,"Jl. Raya Selecta No.mor 1, Tulungrejo, Kec. Bumiaji, Kota Batu, Jawa Timur 65336","https://www.google.com/maps/place/Taman+Bunga+Selecta/@-7.8220855,112.526612,17z/data=!3m1!4b1!4m6!3m5!1s0x2e787f44bdb2669b:0x1f0846552a98166e!8m2!3d-7.8220855!4d112.526612!16s%2Fg%2F11sty89ylw?hl=id&entry=ttu",40000,5,4.6,-7.8220855,112.5266120
Taman Hutan Kota Batu,"Taman Hutan Kota Batu adalah area hijau di tengah kota yang menyediakan tempat rekreasi dan edukasi tentang hutan. Taman ini dilengkapi dengan berbagai jenis pohon dan tumbuhan, menjadikannya paru-paru kota yang penting. Pengunjung bisa berjalan-jalan di jalur pejalan kaki yang rindang, menikmati udara segar, dan belajar tentang keanekaragaman hayati. Taman ini juga sering digunakan untuk kegiatan outdoor dan edukasi lingkungan. Tempat ini cocok untuk rekreasi keluarga dan mereka yang ingin menikmati alam tanpa harus keluar kota.",Sisir,"Area jogging, Arena bermain, Taman satwa, Area piknik",aspal. Kendaraan roda 2 dan 14,Taman,"Friends, Solo",No,"Jl. Sultan Agung, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314","https://www.google.com/maps/place/Taman+Hutan+Kota+Batu/@-7.879386,112.5161953,15z/data=!4m10!1m2!2m1!1sTaman+di+batu!3m6!1s0x2e7880d329a672d3:0x8549adfd08d451d1!8m2!3d-7.879386!4d112.52495!15sCg1UYW1hbiBkaSBiYXR1Wg8iDXRhbWFuIGRpIGJhdHWSAQRwYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU53YzE4eVpsTkJFQUXgAQA!16s%2Fg%2F11cm040qr0?hl=id&entry=ttu",0,0,4.5,-7.8793860,112.5161953
